Function Test Cases,,,,,,,,,,,,,,,
,,TC-2.1.1-05,Fail to register with password less than 8 characters,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Short1!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 400 Bad Request,Validation error 'Password must be at least 8 characters',,,Not Started,Not Implemented,@MinLength(8),,
,,TC-2.1.1-06,Fail with weak password (no uppercase),No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'nouppercase123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 400 Bad Request,Validation error about password requirements (uppercase; lowercase; number),Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@Matches regex,,
,,TC-2.1.1-07,Fail to register with password missing lowercase,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'NOLOWERCASE123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 400 Bad Request,Validation error about password requirements,,,Not Started,Not Implemented,,,
,,TC-2.1.1-08,Fail with wrong password,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'NoNumbers!!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 400 Bad Request,Validation error about password requirements,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.1-09,Fail with invalid phone format,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; phone_number: '123'; full_name: 'Test'; user_type: 'individual'; identity_number: '001234567890'}",Returns 400 Bad Request,Validation error 'Phone must be valid Vietnamese phone number',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@Matches Vietnamese phone regex,,
,,TC-2.1.1-10,Fail with invalid identity number format,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; identity_number: 'ABC123'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'}",Returns 400 Bad Request,Validation error 'Invalid Vietnamese CCCD',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@Matches CCCD regex,,
,,TC-2.1.1-11,Verify registration with valid Vietnamese phone 0901234567,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; phone_number: '0901234567'; full_name: 'Test'; user_type: 'individual'; identity_number: '001234567890'}",Returns 201 Created,User created with phoneNumber field populated,,,Implemented,Implemented,,,
,,TC-2.1.1-12,Verify registration with valid CCCD 12 digits,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; identity_number: '001234567890'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'}",Returns 201 Created,User created with identityNumber field populated,,,Implemented,Implemented,,,
,,TC-2.1.1-13,Fail with duplicate phone,User with phone '0901234567' exists,,"1. Send POST /api/auth/register
2. Body: {email: 'new@test.com'; password: 'Valid123!'; phone_number: '0901234567'; full_name: 'Test'; user_type: 'individual'; identity_number: '001234567890'}",Returns 409 Conflict,Error indicating phone number already exists. @unique constraint,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.1-14,Fail with duplicate identity number,User with identity_number exists,,"1. Send POST /api/auth/register
2. Body: {email: 'new@test.com'; password: 'Valid123!'; identity_number: '001234567890'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'}",Returns 409 Conflict,Error indicating identity number already exists. @unique constraint,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.1-15,Fail with invalid user_type enum,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; user_type: 'corporation'; full_name: 'Test'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 400 Bad Request,Validation error 'User type must be either individual or business',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@IsEnum(UserType),,
,,TC-2.1.1-16,Verify registration with minimal required fields,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'minimal@test.com'; password: 'SecurePass123!'; full_name: 'Minimal User'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created,User created with optional fields as null,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,Optional fields: phone_number; full_name; identity_number; user_type; tax_id,,
,,TC-2.1.1-17,Verify registration with all optional fields,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'full@test.com'; password: 'Valid123!'; full_name: 'Full User'; phone_number: '0901234567'; identity_number: '001234567890'; user_type: 'individual'}",Returns 201 Created,All fields populated in prisma.user,,,Implemented,Implemented,,,
,,TC-2.1.1-18,Fail Business user without tax_id,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'biz@test.com'; password: 'Valid123!'; user_type: 'business'; full_name: 'Biz User'}",Returns 400 Bad Request,Error indicating tax_id required for business users,,,Not Started,Not Implemented,Business logic validation,,
,,TC-2.1.1-19,Verify default role is BIDDER,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created,prisma.user record has role: UserRole.bidder (default),Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@default(bidder) in schema,,
,,TC-2.1.1-20,Verify updates isVerified in database,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created,prisma.user record has isVerified: false,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@default(false) in schema,,
,,TC-2.1.1-21,Verify registration sets isBanned false,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created,prisma.user record has isBanned: false,,,Not Started,Not Implemented,@default(false) in schema,,
,,TC-2.1.1-22,Verify registration sets default ratingScore 5.00,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created,prisma.user record has ratingScore: 5.00,,,Not Started,Not Implemented,@default(5.00) in schema,,
,,TC-2.1.1-23,Fail registration with empty email,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: ''; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'}",Returns 400 Bad Request,Validation error for email field,,,Not Started,Not Implemented,,,
,,TC-2.1.1-24,Fail registration with empty password,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: ''; full_name: 'Test'; user_type: 'individual'}",Returns 400 Bad Request,Validation error for password field,,,Not Started,Not Implemented,,,
,,TC-2.1.1-25,Fail registration with null email,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: null; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'}",Returns 400 Bad Request,Validation error for email field,,,Not Started,Not Implemented,,,
,,TC-2.1.1-26,Verify case-insensitive email uniqueness,User with email 'Test@Email.com' exists,,"1. Send POST /api/auth/register
2. Body: {email: 'test@email.com'; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234568'; identity_number: '001234567891'}",Returns 409 Conflict,Email uniqueness is case-insensitive,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.1-27,Verify registration trims whitespace from email,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: '  test@test.com  '; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created,Email stored without leading/trailing whitespace,,,Not Started,Not Implemented,,,
,,TC-2.1.1-28,Fail registration with SQL injection in email,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com; DROP TABLE users;--'; password: 'Valid123!'; full_name: 'Test'; user_type: 'individual'}",Returns 400 Bad Request,Invalid email format. No SQL executed,,,Not Started,Not Implemented,Security test,,
,,TC-2.1.1-29,Fail registration with XSS in full_name,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; full_name: '<script>alert(1)</script>'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created or sanitized,Name stored safely without XSS execution risk,,,Not Started,Not Implemented,Security test,,
,,TC-2.1.1-30,Verify registration with Unicode characters in name,No preconditions,,"1. Send POST /api/auth/register
2. Body: {email: 'test@test.com'; password: 'Valid123!'; full_name: 'Nguyễn Văn A'; user_type: 'individual'; phone_number: '0901234567'; identity_number: '001234567890'}",Returns 201 Created,Vietnamese name with diacritics stored correctly,,,Implemented,Implemented,Unicode support,,
,,TC-2.1.2-01,Verify get current user info successfully,User exists with valid JWT,,"1. Send GET /api/auth/me
2. Authorization: Bearer <valid_token>",Returns 200 OK with User object,User profile returned from prisma.user,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.2-02,Fail to get user info without authentication,No token provided,,"1. Send GET /api/auth/me
2. No Authorization header",Returns 401 Unauthorized,Error 'Authorization header is missing',,,Not Started,Not Implemented,,,
,,TC-2.1.2-03,Fail with invalid token,Invalid JWT provided,,"1. Send GET /api/auth/me
2. Authorization: Bearer invalid_token",Returns 401 Unauthorized,Error 'Invalid token',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.2-04,Fail to get user info with expired token,Expired JWT provided,,"1. Send GET /api/auth/me
2. Authorization: Bearer expired_token",Returns 401 Unauthorized,Error 'Token has expired',,,Not Started,Not Implemented,,,
,,TC-2.1.2-05,Verify auction state includes all required fields,User with all fields populated,,1. Send GET /api/auth/me with valid token,Returns 200 OK,Response contains: id; email; fullName; phoneNumber; role; userType; isVerified,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.2-06,Verify password NOT included in response,User exists,,1. Send GET /api/auth/me with valid token,Returns 200 OK,Response does NOT contain password field,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,Security,,
,,TC-2.1.2-07,Fail with malformed Authorization header,Missing 'Bearer' prefix,,"1. Send GET /api/auth/me
2. Authorization: invalid_token (no Bearer)",Returns 401 Unauthorized,Error 'Invalid authorization header format',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.2-08,Fail with Bearer but no token,Only 'Bearer' without token,,"1. Send GET /api/auth/me
2. Authorization: Bearer",Returns 401 Unauthorized,Error 'No token provided',,,Implemented,Implemented,,,
,,TC-2.1.3-01,Verify Super Admin promotes to Admin,Super Admin authenticated; Target User exists,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <super_admin_token>
3. Body: {role: 'admin'}",Returns 200 OK,Target user role updated to UserRole.admin in prisma.user,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-02,Verify Super Admin can promote user to Auctioneer,Super Admin authenticated; Target User exists,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <super_admin_token>
3. Body: {role: 'auctioneer'}",Returns 200 OK,Target user role updated to UserRole.auctioneer,,,Not Started,Not Implemented,,,
,,TC-2.1.3-03,Verify Admin promotes Bidder to Auctioneer,Admin authenticated; Target User is Bidder,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <admin_token>
3. Body: {role: 'auctioneer'}",Returns 200 OK,Bidder promoted to Auctioneer,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-04,Fail Admin promotes to Admin,Admin authenticated,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <admin_token>
3. Body: {role: 'admin'}",Returns 403 Forbidden,Admin cannot promote to admin level,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-05,Fail Admin promotes to Super Admin,Admin authenticated,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <admin_token>
3. Body: {role: 'super_admin'}",Returns 403 Forbidden,Admin cannot promote to super_admin,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-06,Fail promote self,Bidder authenticated,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <bidder_token>
3. Body: {role: 'auctioneer'}",Returns 403 Forbidden,RolesGuard blocks access,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-07,Fail Auctioneer promotes users,Auctioneer authenticated,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <auctioneer_token>
3. Body: {role: 'bidder'}",Returns 403 Forbidden,RolesGuard blocks access,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-08,Fail bid from non-registered user,Admin authenticated; User ID doesn't exist,,"1. Send PUT /api/auth/admin/users/550e8400-e29b-41d4-a716-446655440000/promote
2. Authorization: Bearer <admin_token>
3. Body: {role: 'auctioneer'}",Returns 404 Not Found,Error indicating user not found,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-09,Fail with invalid role enum,Admin authenticated,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <admin_token>
3. Body: {role: 'invalid_role'}",Returns 400 Bad Request,Validation error from @IsEnum(UserRole),Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-10,Verify promote includes optional reason,Super Admin authenticated,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Authorization: Bearer <super_admin_token>
3. Body: {role: 'admin'; reason: 'Promoted for performance'}",Returns 200 OK,Promotion recorded. Reason stored if audit log exists,,,Not Started,Not Implemented,,,
,,TC-2.1.3-11,Fail promotion without authentication,No token,,"1. Send PUT /api/auth/admin/users/:userId/promote
2. Body: {role: 'admin'}",Returns 401 Unauthorized,AuthGuard blocks unauthenticated request,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.1.3-12,Verify cannot demote super_admin,Super Admin authenticated; Target is super_admin,,"1. Send PUT /api/auth/admin/users/:superAdminId/promote
2. Authorization: Bearer <super_admin_token>
3. Body: {role: 'bidder'}",Returns 400 Bad Request or 403,Cannot demote super_admin,,,Implemented,Implemented,Business logic protection,,
,2.2 Authentication,TC-2.2.1-01,Verify successful login with valid credentials,User exists with verified email,,"1. Send POST /api/auth/login
2. Body: {email: 'user@test.com'; password: 'ValidPass123!'}",Returns 200 OK with tokens,Response: {access_token; refresh_token; expires_in; user},Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-02,Fail with short password (<8 chars),User exists,,"1. Send POST /api/auth/login
2. Body: {email: 'user@test.com'; password: 'WrongPass123!'}",Returns 401 Unauthorized,Error from Supabase Auth,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-03,Fail with non-existent email,No user with email,,"1. Send POST /api/auth/login
2. Body: {email: 'nonexistent@test.com'; password: 'AnyPass123!'}",Returns 401 Unauthorized,Error indicating invalid credentials,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-04,Warn login for unverified user,User exists with emailVerifiedAt: null,,"1. Send POST /api/auth/login
2. Body: {email: 'unverified@test.com'; password: 'ValidPass123!'}",Returns 403 Forbidden,Error indicating email not verified,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-05,Fail login for banned user,User exists with isBanned: true,,"1. Send POST /api/auth/login
2. Body: {email: 'banned@test.com'; password: 'ValidPass123!'}",Returns 403 Forbidden,Error indicating user is banned,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-06,Fail with invalid email format,No preconditions,,"1. Send POST /api/auth/login
2. Body: {email: 'invalid-email'; password: 'ValidPass123!'}",Returns 400 Bad Request,Validation error from @IsEmail(),Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-07,Fail with empty body,No preconditions,,"1. Send POST /api/auth/login
2. Body: {email: 'user@test.com'; password: ''}",Returns 400 Bad Request,Validation error 'Password is required',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@IsNotEmpty(),,
,,TC-2.2.1-08,Fail login with null email,No preconditions,,"1. Send POST /api/auth/login
2. Body: {email: null; password: 'ValidPass123!'}",Returns 400 Bad Request,Validation error for email,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-09,Accept valid JWT token,User exists and verified,,"1. Send POST /api/auth/login
2. Decode returned access_token",Returns 200 OK,Token contains: sub (userId); email; exp; iat,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.1-10,Verify login returns JWT token,User exists,,1. Send POST /api/auth/login with valid credentials,Returns 200 OK,user object includes: id; email; fullName; role; isVerified,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.2-01,Verify forgot password sends reset email,User exists,,"1. Send POST /api/auth/forgot-password
2. Body: {email: 'user@test.com'}",Returns 200 OK with success message,Message: 'Password reset code has been sent to your email',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.2-02,Return success even for non-existent email (security),No user with email,,"1. Send POST /api/auth/forgot-password
2. Body: {email: 'nonexistent@test.com'}",Returns 200 OK (same response),Same response for security - don't reveal email existence,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,Security best practice,,
,,TC-2.2.2-03,Fail forgot password with invalid email format,No preconditions,,"1. Send POST /api/auth/forgot-password
2. Body: {email: 'invalid'}",Returns 400 Bad Request,Validation error 'Invalid email format',,,Implemented,Implemented,,,
,,TC-2.2.2-04,Fail forgot password with empty email,No preconditions,,"1. Send POST /api/auth/forgot-password
2. Body: {email: ''}",Returns 400 Bad Request,Validation error for email field,,,Implemented,Implemented,,,
,,TC-2.2.3-01,Verify resend verification email,User with emailVerifiedAt: null,,"1. Send POST /api/auth/resend-verification-email
2. Body: {email: 'unverified@test.com'}",Returns 200 OK,Message: 'Verification email sent successfully',,,Implemented,Implemented,,,
,,TC-2.2.3-02,Skip resend for already verified user,User with emailVerifiedAt: set,,"1. Send POST /api/auth/resend-verification-email
2. Body: {email: 'verified@test.com'}",Returns 400 Bad Request,Error indicating email already verified,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.3-03,Fail resend with missing email,No user with email,,"1. Send POST /api/auth/resend-verification-email
2. Body: {email: 'nonexistent@test.com'}",Returns 404 Not Found or 200 OK (security),Email not found. Response may be generic for security,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.4-01,Verify with valid token,User has valid verification token,,"1. Send POST /api/auth/verify-email
2. Body: {token: 'valid_token'; email: 'user@test.com'}",Returns 200 OK,prisma.user.update sets emailVerifiedAt to now(),Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.4-02,Fail bid with invalid token,Token doesn't match,,"1. Send POST /api/auth/verify-email
2. Body: {token: 'wrong_token'; email: 'user@test.com'}",Returns 400 Bad Request,Error indicating invalid token,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.4-03,Fail with expired token,Token has expired,,"1. Send POST /api/auth/verify-email
2. Body: {token: 'expired_token'; email: 'user@test.com'}",Returns 400 Bad Request,Error indicating token expired,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.4-04,Fail verify email with wrong email,Token valid but email mismatch,,"1. Send POST /api/auth/verify-email
2. Body: {token: 'valid_token'; email: 'other@test.com'}",Returns 400 Bad Request,Error indicating token/email mismatch,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.4-05,Fail GET with missing token,No token provided,,"1. Send POST /api/auth/verify-email
2. Body: {email: 'user@test.com'}",Returns 400 Bad Request,Validation error 'Token is required',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,@IsNotEmpty(),,
,,TC-2.2.4-06,Fail with missing required fields,No email provided,,"1. Send POST /api/auth/verify-email
2. Body: {token: 'valid_token'}",Returns 400 Bad Request,Validation error for email field,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.5-01,Verify email via link (GET),User has valid verification link,,1. Send GET /api/auth/verify?token=valid_token&email=user@test.com,Returns 302 Redirect,Redirects to ${FRONTEND_URL}/auth/verify-result?success=true,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.5-02,Verify via GET link with token,Invalid token in query,,1. Send GET /api/auth/verify?token=invalid&email=user@test.com,Returns 302 Redirect,Redirects to error page with success=false&error=...,Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,,TC-2.2.5-03,Fail verify via link without token param,Missing token,,1. Send GET /api/auth/verify?email=user@test.com,Returns 302 Redirect,Redirects with error 'Missing token or email',"Expected value: 200 | Received array: [400, 409]",Fail,Implemented,Implemented,,,
,,TC-2.2.5-04,Fail verify via link without email param,Missing email,,1. Send GET /api/auth/verify?token=valid_token,Returns 302 Redirect,Redirects with error 'Missing token or email',Test passed successfully. All assertions matched expected values.,Pass,Implemented,Implemented,,,
,2.3 Auction Management,TC-2.3.1-01,Verify public list auctions (no auth),Multiple auctions exist,,1. Send GET /api/auctions,Returns 200 OK with auction array,List from prisma.auction.findMany. No auth required (@Public),,,Implemented,Implemented,,,
,,TC-2.3.1-02,Verify list auctions with status filter,Auctions with various statuses,,1. Send GET /api/auctions?status=live,Returns 200 OK,Only AuctionStatus.live auctions returned,,,Not Started,Not Implemented,,,
,,TC-2.3.1-03,Verify list auctions with assetType filter,Auctions with various assetTypes,,1. Send GET /api/auctions?assetType=land_use_rights,Returns 200 OK,Only matching assetType returned,,,Not Started,Not Implemented,,,
,,TC-2.3.1-04,Verify list auctions with pagination,More than 10 auctions exist,,1. Send GET /api/auctions?page=1&limit=10,Returns 200 OK with 10 items,Pagination metadata included,,,Not Started,Not Implemented,,,
,,TC-2.3.1-05,Verify list auctions with page 2,More than 10 auctions exist,,1. Send GET /api/auctions?page=2&limit=10,Returns 200 OK,Second page of results returned,,,Not Started,Not Implemented,,,
,,TC-2.3.1-06,Verify list auctions with search query,Auctions with matching names,,1. Send GET /api/auctions?search=apartment,Returns 200 OK,Auctions with 'apartment' in name returned,,,Not Started,Not Implemented,,,
,,TC-2.3.1-07,Verify empty list when no auctions match filter,No auctions with status=cancelled,,1. Send GET /api/auctions?status=cancelled,Returns 200 OK with empty array,Empty array returned; no error,,,Not Started,Not Implemented,,,
,,TC-2.3.1-08,Verify bid history sorted by amount (highest first),Multiple auctions exist,,1. Send GET /api/auctions?sortBy=auctionStartAt&order=asc,Returns 200 OK,Auctions sorted by start date ascending,,,Implemented,Implemented,,,
,,TC-2.3.1-09,Verify find auction by code via search,Auctions in different provinces,,1. Send GET /api/auctions?provinceId=uuid,Returns 200 OK,Only auctions in specified province returned,,,Implemented,Implemented,,,
,,TC-2.3.1-10,Verify list auctions with combined filters,Auctions with various attributes,,1. Send GET /api/auctions?status=scheduled&assetType=secured_asset&page=1,Returns 200 OK,Filters applied together correctly,,,Implemented,Implemented,,,
,,TC-2.3.2-01,Verify disable auto-bid,Auction exists,,1. Send GET /api/auctions/:id,Returns 200 OK,Full auction details with images; attachments; propertyOwner (JsonB),,,Implemented,Implemented,,,
,,TC-2.3.2-02,Return 400 for invalid ID format,No preconditions,,1. Send GET /api/auctions/not-a-uuid,Returns 400 Bad Request,Error indicating invalid UUID format,,,Implemented,Implemented,,,
,,TC-2.3.2-03,Fail get auction with non-existent ID,UUID format valid but not exists,,1. Send GET /api/auctions/550e8400-e29b-41d4-a716-446655440000,Returns 404 Not Found,Error 'Auction not found',,,Not Started,Not Implemented,,,
,,TC-2.3.2-04,Verify auction detail includes location,Auction with assetWardId set,,1. Send GET /api/auctions/:id,Returns 200 OK,Location data (province; district; ward) included via relations,,,Not Started,Not Implemented,,,
,,TC-2.3.2-05,Verify Auctioneer creates auction,Auction with AuctionRelation records,,1. Send GET /api/auctions/:id,Returns 200 OK,Related auctions array included,,,Implemented,Implemented,,,
,,TC-2.3.2-06,Verify auction detail includes participant count,Auction with participants,,1. Send GET /api/auctions/:id,Returns 200 OK,Participant count or _count included,,,Not Started,Not Implemented,,,
,,TC-2.3.3-01,Verify create auction with required fields,Auctioneer authenticated; Location exists,,"1. Send POST /api/auctions
2. Body: {name; code; assetType; startingPrice; bidIncrement; auctionStartAt; auctionEndAt; ...}",Returns 201 Created,Auction created with status: AuctionStatus.scheduled,,,Implemented,Implemented,[SECURITY GAP] Missing RolesGuard,,
,,TC-2.3.3-02,Verify create auction with all fields,Auctioneer authenticated,,"1. Send POST /api/auctions
2. Body with all optional fields",Returns 201 Created,All fields populated in prisma.auction,,,Not Started,Not Implemented,,,
,,TC-2.3.3-03,Fail create auction without name,Auctioneer authenticated,,"1. Send POST /api/auctions
2. Body missing name field",Returns 400 Bad Request,Validation error for name field,,,Not Started,Not Implemented,,,
